Structure(SMILES)	DTXSID	FW
CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F	DTXSID201032838	334.2548
FC(F)(C=1C=C(C)NC(=S)N=1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80780838	444.2150
FC1(F)OS(=O)(=O)C1(F)C(F)(F)C(F)(F)F	DTXSID101023137	280.0932
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CC(=O)C=C	DTXSID801027685	581.2454
FC(F)(C(F)(F)C(C)(C)O)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXSID20292864	360.1401
O=C(Cc1ccccc1)CC(O)(C(F)(F)F)C(F)(F)F	DTXSID80144375	300.1970
O=[N+]([O-])c1ccc(cc1)C(=O)C(=O)CC(O)(C(F)(F)F)C(F)(F)F	DTXSID80144370	359.1781
FC(F)(C(F)(F)S(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F	DTXSID701032283	562.1478
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)N(CCCS(=O)(=O)O)CCC[N+](C)(C)CCCS(=O)(=O)O	DTXSID201035094	979.6082
FC(F)([I+]c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.FC(F)(F)S([O-])(=O)=O	DTXSID00375109	772.1359 (623.0663+149.0697)
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCC	DTXSID30895305	600.2403
FC(OCCCCBr)(C(F)(F)F)C(F)(F)F	DTXSID40699730	321.0306
FC(F)(CCC(=O)OC)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50441560	306.1256
OC(C[N+](C)(C)CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O	DTXSID601034967	631.4557
FC(Br)(F)C(F)(C(F)(F)F)C(Br)(F)F	DTXSID80754559	359.8380
FC(F)C(F)C(F)(F)F	DTXSID00861931	152.0384
FC(F)(C(F)=O)C(F)(F)SC	DTXSID20543520	194.1230
FC(F)(C(F)(F)CCI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F	DTXSID70379891	624.0236
FC(F)(C(F)(F)COC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID00375104	554.1473
Fc1c(c(F)c(F)c(F)c1F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID10896077	414.0947
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C=CC(F)(F)F	DTXSID30895300	364.0791
FC(F)(C1CCOC1)C(F)(F)C(F)(F)F	DTXSID70771619	240.1187
O=C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1	DTXSID20326739	302.1450
FC(F)(F)C1(N=C(ON1c1ccccc1)c1ccccc1)C(F)(F)F	DTXSID30617584	360.2538
[Li+].FC(F)(CCCCS(=O)(=O)[O-])C(F)(F)C(F)(F)C(F)(F)F	DTXSID30896630	362.1389 (6.9405+355.1985)
FC(F)(C(F)(F)OC(F)(F)C(F)F)S(F)(=O)=O	DTXSID40446988	300.0996
FC(F)(CCCSCCCCCCCCCSCCCCCCCCCBr)C(F)(F)F	DTXSID901022719	557.6056
FC(F)(F)C(F)(C=C)OC(F)(F)F	DTXSID20380250	212.0655
[Na+].FC(F)(C(F)(F)S([O-])=O)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30896635	356.0895 (22.9892+333.1003)
FC(F)(F)C(F)(F)c1nc2nc(Cl)c(Cl)nc2[NH]1	DTXSID40419354	307.0077
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCc1ccsc1c1cc(CCCCCCCC)cs1	DTXSID80844585	566.6293
FC(F)(F)C(F)(OC(F)(F)C(F)(F)CC1OC(=O)c2ccccc2C(=O)OC(CC(O)C1)CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID00808240	846.3552
C[N+](C)(CCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O	DTXSID201032826	832.2854
FC(F)(F)C(F)(F)SCCI	DTXSID101023149	306.0360
FC(F)C(F)(F)C(F)(F)C(F)(F)C1NCCNCCN1	DTXSID40775124	315.2068
FC1(F)C(F)(C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)S(=O)(=O)N(C)CCOC(=O)C=C)C1(F)F)C(F)(F)C(F)(F)F	DTXSID801027673	673.2896
Oc1ccc(OC(F)(F)C(F)F)cc1Br	DTXSID50530261	289.0217
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCOC=C	DTXSID801027661	597.2878
FC=C(F)C(F)(F)F	DTXSID9074729	132.0321
[O-]S(=O)(=O)CCC[N+](C)(C)CCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID201035082	670.4544
FC1(F)C(OCc2ccccc2)=C(F)C(F)(F)C1(F)F	DTXSID50578244	300.1722
FC(F)(SCCCN)C(F)(F)F	DTXSID101023151	209.1807
O=C(CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(CC([O-])=O)C[N+](C)(C)C	DTXSID60931583	663.3658
C[N+](CCCS(=O)(=O)O)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F)CCO	DTXSID601034955	487.4312
FC(F)(F)C1(OCC(COCC#C)O1)C(F)(F)F	DTXSID60612961	278.1484
FC1(F)C(F)(F)C(C)(C)C1(O)OCC	DTXSID10932267	216.1733
O=C(OCCCOC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCCCOC	DTXSID30797092	434.2763
FC(F)(C(F)(F)OC(=O)/C=C\C([O-])=O)C(F)(F)C(F)(F)F	DTXSID50897023	333.0853
[Na+].FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F	DTXSID30896650	436.0502 (22.9892+413.0610)
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COc1ccc(cc1)[N+]([O-])=O	DTXSID10896052	421.1634
FC(C(F)(F)C(F)(F)I)(C(F)(F)F)C(F)(F)F	DTXSID70379876	395.9404
FS(=O)(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXSID20532878	318.0900
Cc1ccc(cc1C)C(F)(F)C(F)(O)C(F)(F)F	DTXSID10613403	272.1869
FC(F)(C(F)(F)S(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)C(F)(F)F	DTXSID301032598	662.1628
FC(F)(C1=NCCCN1)C(F)F	DTXSID201023097	184.1347
FC(F)(F)C(O)(CCC(O)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID40318878	362.1129
FC(F)(CCOC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID9037743	618.1813
FC(F)(F)C(F)(F)S(=O)O	DTXSID201032814	184.0852
O=C(C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)N1CCCC1	DTXSID30526480	349.1686
CNCCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID901034704	398.2889
Nc1ccccc1C(OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)F	DTXSID70452810	363.2712
FC(C(F)(F)F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F	DTXSID40379808	514.0834
O=C(OCCC)[C@@H](NC(=O)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O	DTXSID80897096	371.2055
FC(F)(F)C(F)(F)COC(=O)C	DTXSID40650447	192.0840
C[N+](C)(CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O	DTXSID201035070	650.3570
FC(F)C(F)(F)OC[C@H](Cn1cncn1)c1ccc(Cl)cc1Cl	DTXSID601033614	372.1456
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCC	DTXSID30895325	596.3131
OC(CN(CCC[N+](C)(C)CC(O)CS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O	DTXSID601034943	911.5920
FC(F)(C(F)(F)CC1CO1)C(F)(F)C(F)(F)CC1CO1	DTXSID40371089	314.1724
FC(F)(COC(C)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F.CC(=O)O	DTXSID90823902	436.1914 (376.1395+60.0520)
FC(F)(C(F)(F)CCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID70379871	378.1305
FC(F)(CCOC(=O)CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID10896057	822.2761
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCCCCC	DTXSID30895320	586.5564
FC(F)(Pc1ccccc1)C(F)F	DTXSID00617536	210.1086
FC(Br)(C(F)(F)C(Br)(Cl)F)C(F)(F)C(Br)(F)C(Cl)(F)F	DTXSID20380270	553.6678
FC(F)(OC(F)F)C(F)(F)OC(F)(F)C(F)(F)OC(F)F	DTXSID70432394	350.0591
O=C(Nc1ccccn1)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50897028	290.1376
[I-].FC(F)(F)C(F)(\C(=C(\Oc1ccc(cc1)C(=O)NCCC[N+](C)(C)C)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID30896655	794.2837 (126.9050+667.3787)
Brc1cc(OC(F)(F)C(F)F)ccc1	DTXSID60381009	273.0223
O=C(OCCN(CC)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C	DTXSID801027659	603.2708
FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)F.CCCCCCCC[N+](C)(C)CCO	DTXSID201032802	501.4484 (299.0922+202.3563)
FC(C(F)(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXSID9074721	288.0343
FC1(F)C(F)(F)C(F)C(F)C(F)(F)C1(F)F	DTXSID601020302	264.0641
FC(F)(CCCOC(=O)N=NC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID70747930	838.2788
OC(CN(CCC[N+](C)(C)CC(O)CS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O	DTXSID601034931	661.5544
FC(F)(CC[Si](Cl)(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](Cl)(Cl)Cl	DTXSID90697908	725.0554
O=P(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N1CC1)N1CC1	DTXSID10329512	528.1970
FC(F)(C(F)(F)C(C)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30552709	464.1190
FC(F)(C(F)(F)OC(\F)=C(/F)F)S(F)(=O)=O	DTXSID80880246	280.0932
FC(F)(CCC(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID201036397	642.1516
[Yb+3].FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=S(=O)([C-](S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[CH2-]S(C)(=O)=O	DTXSID60781565	1970.7492 (173.0384+861.2879+843.2975+93.1254)
FC(F)(C(=O)NCC=C)C(F)(F)C(F)(F)F	DTXSID50897003	253.1175
FC(F)(/C=C(\I)CO)C(F)(F)C(F)(F)F	DTXSID30896670	351.9887
FC(F)(N(CC)CC)C(F)(F)F	DTXSID40505842	191.1423
FC(F)(F)N=C(/N=[N+]=[N-])C(C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXSID80826725	356.0718
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)F	DTXSID30895340	414.0866
FC(F)(F)CC(F)C(F)(F)F	DTXSID70380841	184.0554
FC1(S(=O)([O-])=O)C(F)(F)C(F)(C(F)(F)C(F)(F)C1(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID601034929	611.1479
FC(F)(C(=O)C(F)(F)F)C(F)(F)C(=O)C(F)(F)F	DTXSID90568346	294.0470
ClC(Cl)C(F)(F)OC(F)C(F)(F)F	DTXSID40853138	250.9545
FC(F)(C(F)(F)COC(=O)C(=C)C)C(F)(F)COC(=O)C(=C)C	DTXSID70380846	348.2383
[NH4+].FC(F)(CCS([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID10880512	445.1983 (427.1604+18.0379)
FC(F)(C(F)(F)OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30871523	364.1039
FC(F)(F)C(F)(F)CCCS(=O)CCCCCCCCC[C@@H]1Cc2cc(OC)ccc2[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3O)[C@@H]21.FC(F)(F)C(F)(F)CCCSCCCCCCCCC[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3OC(C)=O)[C@@H]21	DTXSID10881842	1255.6213 (620.7974+634.8240)
FC(F)(c1cc(ccn1)C(=O)O)C(F)(F)F	DTXSID601022958	241.1149
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O.c1cc(ccc1)N1CCNCC1	DTXSID60293633	576.2999 (414.0684+162.2316)
O=C(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1	DTXSID50831220	603.2509
FC(F)C(F)(F)COc1ccc(O)cc1	DTXSID20593823	224.1522
FC(F)C(F)(F)COc1ccc(cc1)NN	DTXSID001023203	238.1821
Clc1cc(ccc1NC(=O)NC(=O)c1c(F)cccc1F)SC(F)(F)C(F)F	DTXSID80143085	442.7633
FC(F)(CCC(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID201036385	542.1366
FC(F)(COCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID60895570	394.1299
[K+].FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[N-]CCC[N+]([O-])(C)C	DTXSID80893553	588.3746 (549.2769+39.0978)
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CCO)CCO	DTXSID10193639	587.2500
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30895345	666.1400
FC(F)(c1cncnc1)C(F)(F)C(F)(F)F	DTXSID60895575	248.1009
O=P(Oc1ccc(cc1)CC(F)(F)C(F)(F)C(F)(F)F)(CCCC)CCCC	DTXSID70226230	436.3445
FC(F)(F)C(F)(F)C1Cc2c(Cl)c(O)c(c(O)c2CO1)C(=O)O	DTXSID90931596	362.6339
FC(F)(C(F)C(F)(F)F)C(F)C(\Cl)=C(/F)F	DTXSID401026673	280.5187
[Na+].[O-]S(=O)(=O)OC(CCCCCCCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50897008	664.3500 (641.3608+22.9892)
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=C\CCCCCC	DTXSID30896675	530.2632
ClC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc(N=Nc2ccccc2)c(c1)NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F	DTXSID901038299	1137.2809
BrC(F)(OCC(F)(F)F)C(F)(Br)C(F)(F)F	DTXSID40380853	389.8640
FC(F)(C(F)=CC(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID501026569	658.1262
FC(F)(CCSC#N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80880241	505.1940
FC(F)(F)C(O)(NCCN(C)C)C(F)(F)F	DTXSID00949607	254.1734
FC(F)(Oc1ccc(N)cc1)C(F)F	DTXSID20380215	209.1409
C[N+](C)(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O	DTXSID10892519	513.2425
FC(F)(CCC(OP(O)(=O)OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O)CCCCCCCCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID601021617	846.5053
FC(F)(C(=O)C(Cl)(Cl)F)C(F)(F)F	DTXSID50579519	248.9386
CCO[Si](OCC)(OCC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID60382354	710.3936
FC(F)C(F)(F)OCc1ccccc1	DTXSID00552711	208.1528
FC(F)C(F)(F)COc1c(F)c(F)c(OCC(F)(F)C(F)F)c(F)c1F	DTXSID20380210	410.1557
FC(F)(CCCC)C(F)(F)F	DTXSID40240524	176.1277
FC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID90533615	404.0488
FC(F)(CCOC(=O)CCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40728796	610.2353
	DTXSID90954225	169.0209
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC(O)=O	DTXSID401026647	457.1659
FC(F)(COP(=O)(OCC(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)F)C(F)(F)F	DTXSID301026701	494.0913
C[N+](C)(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O	DTXSID201036373	663.2650
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)/C=C/CCCCCCCCCO	DTXSID30896690	488.3273
F[C@H]1[C@@H](F)C(F)(F)C1(F)F	DTXSID70380826	164.0491
FC1(S(=O)([O-])=O)C(F)(F)C(F)(C(F)(F)C(F)(F)C1(F)F)C(F)(F)C(F)(F)F	DTXSID601034917	461.1254
FC(F)(CCCS(=O)(=O)O)C(F)(F)F	DTXSID101036425	242.1643
FC(F)(C(F)(F)C(F)=O)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXSID70379831	348.0615
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NC	DTXSID1067629	513.1714
O=C(Nc1ncn[NH]1)C(F)(F)C(F)(F)C(F)(F)F	DTXSID10896097	280.1030
FC(F)(C=CC(=O)O)C(F)(F)C(F)(F)F	DTXSID30895360	240.0756
Clc1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)F	DTXSID10896092	323.5946
O=C1CCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID90567036	380.1545
OCC(O)COCC(F)(F)C(F)F	DTXSID20672905	206.1354
FC(F)C(F)(F)O\C=C=C	DTXSID90762468	156.0783
FC(F)(COC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXSID40293010	690.1680
FC(F)(OC(F)(F)C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F	DTXSID50500449	370.0406
FC(F)(F)C(O)(CC1CC2C=CC1C2)C(F)(F)F	DTXSID30612716	274.2028
FC(F)(F)C1(NN=CC1C#N)C(F)(F)F	DTXSID80813433	231.0985
O=S([O-])(=O)c1ccc(OC(=C(C(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1.CCCC[NH+](CCCC)CCCC	DTXSID5072143	839.5926 (653.2358+186.3569)
FC(F)(c1ccc(Cl)nc1Cl)C(F)(F)F	DTXSID601022934	265.9955
FC(F)(F)C(F)(F)C(F)(F)SCc1ccccc1	DTXSID50512406	292.2164
FC(F)(Sc1ccc(cc1)C(=O)O)C(F)(F)C(F)(F)F	DTXSID50398409	322.1993
C[Si](Cl)(Cl)CCCOC(F)(F)C(F)F	DTXSID00937605	273.1281
O=C(C)OC(C(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(CO)[N+](C)(C)CC([O-])=O	DTXSID201036361	981.3831
C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O	DTXSID201035032	842.3585
FC(F)(CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID60895590	1374.0995
FC(F)(CCCS(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID101036437	442.1943
FC1(F)C(F)(C(F)(F)C(F)(C(=O)O)C(F)(F)C1(F)F)C(F)(F)C(F)(F)F	DTXSID601034905	426.0791
OS(=O)(=O)c1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(\F)=C(/F)F)cc1	DTXSID101035108	654.2432
FC(F)(C(F)(F)CCI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30895365	824.0536
O=[N+]([O-])c1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)F	DTXSID60895595	291.1224
FC(F)(COP([O-])(=O)O)C(F)(F)C(F)(F)F	DTXSID30896695	279.0274
FC(F)(F)C(F)(F)CCCS(=O)(=O)CCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3O)[C@@H]21	DTXSID90243368	622.7702
FC(F)(C1(F)OC1(F)F)C(F)(F)C(\F)=C(/F)F	DTXSID80880221	278.0476
OC(CN(CCCN(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O	DTXSID10867560	722.4347
[K+].FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID00896627	402.1512 (39.0978+363.0535)
FC1(F)C(F)(F)C(F)(C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXSID50681080	500.0751
Cc1ccc(cc1)S(=O)([O-])=O.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCCC[N+](C)(C)CCC	DTXSID001032987	798.5737 (627.3795+171.1942)
FC(F)(C(F)(F)C(=O)NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID00526457	429.0830
[O-]S(=O)(=O)CCC[N+](C)(C)CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID201035020	714.4639
FC(F)(F)C(F)(CC(I)CO)C(F)(F)F.CC(=O)O	DTXSID20785685	414.0565 (354.0045+60.0520)
FC(F)(C(=O)\C(=C(/F)F)C(F)(F)F)C(F)(F)F	DTXSID40505882	278.0476
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID00896622	964.1510
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)CCCOC(=O)C=C	DTXSID60833295	396.2267
FC(F)([I+]c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID301026725	623.0663
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc(N=Nc2ccccc2)c(c1)NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID201037688	1104.3717
C[N+](C)(CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O	DTXSID701034877	534.3857
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCC	DTXSID30895385	744.5067
